User_id,Order_id,DATE,GMV,Service Group,MerchantID,Loyalty Points,%cashback,total_cash_back
53631290,19523122225,2022-01-03,67700,marketplace,24,0,2,1354
39956101,19540603548,2022-01-03,420225,marketplace,24,0,2,8404
25575368,19539955908,2022-01-03,845400,marketplace,24,0,2,10000
25575368,19539954991,2022-01-03,568000,marketplace,24,0,2,10000
10184635,19530861598,2022-01-03,55000,marketplace,24,0,2,1100
10184635,19535742904,2022-01-03,93700,marketplace,24,0,2,1874
10184635,19531758723,2022-01-03,149000,marketplace,24,0,2,2980
10184635,19531759512,2022-01-03,154600,marketplace,24,0,2,3092
53631290,19534645936,2022-01-03,1000,marketplace,24,0,2,20
43933779,19540172200,2022-01-03,163000,marketplace,24,0,2,3260
43933779,19540445310,2022-01-03,53000,marketplace,24,0,2,1060
16736014,19527267594,2022-01-03,20000,cvs,15,0,5,1000
37350301,19535983486,2022-01-03,23000,cvs,15,0,5,1150
8081102,19538191821,2022-01-03,20000,supermarket,2,0,2,400
8081102,19538285398,2022-01-03,139110,supermarket,2,0,2,2782
8081102,19538191502,2022-01-03,20000,supermarket,2,0,2,400
38907116,19539795569,2022-01-03,137937,supermarket,3,0,2,2758
38907116,19535284526,2022-01-03,22384,supermarket,3,0,2,447
40536782,19531612602,2022-01-03,257007,supermarket,3,0,2,5140
51249641,19533754114,2022-01-03,70625,cvs,5,0,5,3531
51249641,19526129807,2022-01-03,10501,cvs,5,0,5,525
55184752,19530435758,2022-01-03,10000,data,41,0,5,500
43770837,19528230591,2022-01-03,30000,data,41,0,7,2100
43770837,19528230603,2022-01-03,30000,data,41,0,7,2100
18352379,19524048252,2022-01-03,55000,data,41,0,5,2750
41267174,19529835731,2022-01-03,42000,data,41,0,5,2100
43617939,19532288124,2022-01-03,30000,data,41,0,7,2100
38746579,19535425553,2022-01-03,30000,data,41,0,5,1500
50372316,19540834669,2022-01-03,10000,data,41,0,5,500
52905360,19539917451,2022-01-03,30000,data,41,0,7,2100
57429881,19525555524,2022-01-03,120000,data,41,0,7,8400
45940330,19526169616,2022-01-03,56000,data,30,0,5,2800
45715492,19556757044,2022-01-04,9300,supermarket,25,0,2,186
45715492,19562251353,2022-01-04,43800,supermarket,25,0,2,876
42833234,19542033624,2022-01-04,20000,cvs,28,0,5,1000
42833234,19544151939,2022-01-04,20000,cvs,28,0,5,1000
50185392,19551676280,2022-01-04,700000,marketplace,37,0,5,10000
31244414,19562024933,2022-01-04,138500,marketplace,37,0,2,2770
50185392,19550953764,2022-01-04,700000,marketplace,37,0,5,10000
50185392,19550953882,2022-01-04,600000,marketplace,37,0,5,10000
50185392,19551676789,2022-01-04,700000,marketplace,37,0,5,10000
31244414,19562024932,2022-01-04,138500,marketplace,37,0,2,2770
50185392,19551675972,2022-01-04,700000,marketplace,37,0,5,10000
40418705,19547122947,2022-01-04,158000,marketplace,37,0,2,3160
50185392,19561120822,2022-01-04,700000,marketplace,37,0,5,10000
40418705,19548070221,2022-01-04,158000,marketplace,37,0,2,3160
3560552,19544902944,2022-01-04,10000,data,30,0,5,500
964714,19546845871,2022-01-04,84000,data,30,0,5,4200
53587871,19562202753,2022-01-04,84000,data,30,0,5,4200
964714,19546845884,2022-01-04,84000,data,30,0,5,4200
3560552,19545332668,2022-01-04,20000,data,43,0,5,1000
49686091,19562250264,2022-01-04,30000,cvs,8,0,7,2100
58883087,19559227938,2022-01-04,19000,cvs,8,0,5,950
51489581,19558727711,2022-01-04,33000,cvs,8,0,5,1650
16738125,19550959625,2022-01-04,80000,cvs,8,0,5,4000
16738125,19549977476,2022-01-04,80000,cvs,8,0,5,4000
51489581,19560545769,2022-01-04,33000,cvs,8,0,5,1650
49686091,19558191991,2022-01-04,23000,cvs,8,0,7,1610
49686091,19554235154,2022-01-04,10000,cvs,8,0,7,700
41338803,19553409411,2022-01-04,400000,supermarket,9,0,2,8000
41338803,19552272888,2022-01-04,400000,supermarket,9,0,2,8000
10184635,19550007973,2022-01-04,142700,marketplace,24,0,2,2854
48268084,19562967432,2022-01-04,1000,marketplace,24,0,2,20
10184635,19548069159,2022-01-04,122700,marketplace,24,0,2,2454
47662326,19546532204,2022-01-04,387700,marketplace,24,0,5,10000
10184635,19541155411,2022-01-04,90700,marketplace,24,0,2,1814
10184635,19554548112,2022-01-04,142700,marketplace,24,0,2,2854
48268084,19562961426,2022-01-04,65600,marketplace,24,0,2,1312
10184635,19541157646,2022-01-04,122700,marketplace,24,0,2,2454
10184635,19547109823,2022-01-04,90700,marketplace,24,0,2,1814
47662326,19539538394,2022-01-04,387700,marketplace,24,0,5,10000
42833234,19541883643,2022-01-04,60000,cvs,15,0,5,3000
13920492,19548836267,2022-01-04,50000,cvs,15,0,7,3500
42833234,19543863612,2022-01-04,60000,cvs,15,0,5,3000
13920492,19548319306,2022-01-04,50000,cvs,15,0,7,3500
47932983,19542031149,2022-01-04,287000,cvs,1,0,5,10000
38907116,19561453240,2022-01-04,50740,supermarket,3,0,2,1014
58538035,19551112127,2022-01-04,6001,cvs,5,0,5,300
58538035,19549518828,2022-01-04,60001,cvs,5,0,5,3000
45449748,19559211844,2022-01-04,168500,cvs,9,0,7,10000
45449748,19560543221,2022-01-04,168500,cvs,9,0,7,10000
50185392,19551671488,2022-01-04,100000,supermarket,9,0,5,5000
51489581,19561049827,2022-01-04,20000,cvs,18,0,5,1000
44885398,19553191244,2022-01-04,12000,cvs,18,0,5,600
44885398,19555383314,2022-01-04,27000,cvs,18,0,5,1350
51489581,19561812225,2022-01-04,20000,cvs,18,0,5,1000
44885398,19561813763,2022-01-04,39000,cvs,18,0,5,1950
44885398,19556756346,2022-01-04,10000,cvs,18,0,5,500
48969964,19552417041,2022-01-04,85600,supermarket,9,0,2,1712
48969964,19551643471,2022-01-04,85600,supermarket,9,0,2,1712
10249777,19556165929,2022-01-04,3000,data,41,0,5,150
38677962,19552902397,2022-01-04,70000,data,41,0,5,3500
47932983,19562797366,2022-01-04,15000,data,41,0,5,750
56606161,19559191657,2022-01-04,30000,data,41,0,7,2100
57429881,19561523322,2022-01-04,15000,data,41,0,7,1050
57429881,19561523311,2022-01-04,15000,data,41,0,7,1050
52905360,19562742221,2022-01-04,30000,data,41,0,7,2100
38677962,19552902404,2022-01-04,70000,data,41,0,5,3500
40816577,19557472239,2022-01-04,30000,data,41,0,7,2100
55264727,19556882907,2022-01-04,150000,data,41,0,5,7500
3226890,19543475259,2022-01-04,15000,data,41,0,7,1050
50185392,19578504062,2022-01-05,70000,cvs,28,0,12,8400
50185392,19578502417,2022-01-05,70000,cvs,28,0,12,8400
55200938,19566531232,2022-01-05,82000,cvs,28,0,12,9840
50185392,19578501127,2022-01-05,70000,cvs,28,0,12,8400
55200938,19567790715,2022-01-05,82000,cvs,28,0,12,9840
50185392,19581235746,2022-01-05,703000,marketplace,37,0,5,10000
38713070,19577816059,2022-01-05,896060,marketplace,37,0,2,10000
38713070,19578329835,2022-01-05,914897,marketplace,37,0,2,10000
40418705,19567990761,2022-01-05,190000,marketplace,37,0,2,3800
38713070,19577815590,2022-01-05,910245,marketplace,37,0,2,10000
38713070,19577815591,2022-01-05,910245,marketplace,37,0,2,10000
40418705,19568631637,2022-01-05,190000,marketplace,37,0,2,3800
38713070,19577816060,2022-01-05,896060,marketplace,37,0,2,10000
38713070,19578329838,2022-01-05,914897,marketplace,37,0,2,10000
50185392,19580685246,2022-01-05,744500,marketplace,37,0,5,10000
19400309,19572364189,2022-01-05,42000,data,30,0,5,2100
19400309,19572206386,2022-01-05,42000,data,30,0,5,2100
58883087,19579735126,2022-01-05,29000,cvs,8,0,5,1450
37350301,19578756927,2022-01-05,26000,cvs,8,0,5,1300
43160536,19564064759,2022-01-05,30000,cvs,8,0,12,3600
41338803,19582866345,2022-01-05,31000,supermarket,9,0,2,620
41338803,19582031741,2022-01-05,31000,supermarket,9,0,2,620
30159614,19564068055,2022-01-05,203600,marketplace,24,0,2,4072
30159614,19572466653,2022-01-05,520900,marketplace,24,0,2,10000
44170373,19585119652,2022-01-05,422135,marketplace,24,0,2,8442
43370995,19574069970,2022-01-05,310750,marketplace,24,0,2,6215
31244414,19564702632,2022-01-05,80999,marketplace,24,0,2,1619
30159614,19566987283,2022-01-05,259000,marketplace,24,0,2,5180
44170373,19582700684,2022-01-05,422135,marketplace,24,0,2,8442
57793264,19564956905,2022-01-05,388480,marketplace,24,0,2,7769
37381541,19564236036,2022-01-05,233000,marketplace,24,0,2,4660
30159614,19572320316,2022-01-05,554700,marketplace,24,0,2,10000
47662326,19572328680,2022-01-05,1719900,marketplace,24,0,5,10000
31244414,19564857296,2022-01-05,80999,marketplace,24,0,2,1619
10184635,19581991858,2022-01-05,132700,marketplace,24,0,2,2654
54960619,19580353623,2022-01-05,305000,marketplace,24,0,5,10000
30159614,19573480162,2022-01-05,520900,marketplace,24,0,2,10000
31244414,19564286813,2022-01-05,118999,marketplace,24,0,2,2379
39956101,19569457737,2022-01-05,227000,marketplace,24,0,2,4540
30159614,19561214315,2022-01-05,203600,marketplace,24,0,2,4072
54960619,19580352514,2022-01-05,305000,marketplace,24,0,5,10000
50815445,19564543558,2022-01-05,302000,marketplace,24,0,2,6040
57793264,19564624244,2022-01-05,165920,marketplace,24,0,2,3318
10184635,19576787232,2022-01-05,132700,marketplace,24,0,2,2654
30159614,19572279370,2022-01-05,554700,marketplace,24,0,2,10000
30159614,19569153442,2022-01-05,259000,marketplace,24,0,2,5180
47662326,19573479492,2022-01-05,1719900,marketplace,24,0,5,10000
54960619,19580355828,2022-01-05,305000,marketplace,24,0,5,10000
54960619,19580349102,2022-01-05,305000,marketplace,24,0,5,10000
49654186,19577729210,2022-01-05,168440,marketplace,24,0,2,3368
50815445,19564626446,2022-01-05,302000,marketplace,24,0,2,6040
31244414,19564374997,2022-01-05,118999,marketplace,24,0,2,2379
46800364,19565689218,2022-01-05,134900,marketplace,24,0,2,2698
25993024,19567199095,2022-01-05,233000,marketplace,24,0,2,4660
50815445,19564744856,2022-01-05,260700,marketplace,24,0,2,5214
50815445,19564741334,2022-01-05,302000,marketplace,24,0,2,6040
16738125,19577013520,2022-01-05,42000,cvs,15,0,5,2100
16738125,19577846804,2022-01-05,42000,cvs,15,0,5,2100
38907116,19583243613,2022-01-05,66060,supermarket,3,0,2,1321
39953814,19579737088,2022-01-05,43000,cvs,8,0,5,2150
39953814,19579011768,2022-01-05,43000,cvs,8,0,5,2150
51249641,19578737824,2022-01-05,22650,cvs,5,0,5,1132
51249641,19575458890,2022-01-05,46661,cvs,5,0,5,2333
51249641,19580037822,2022-01-05,22650,cvs,5,0,5,1132
51249641,19574721020,2022-01-05,46661,cvs,5,0,5,2333
39619396,19582279929,2022-01-05,90734,supermarket,9,0,2,1814
39619396,19583072103,2022-01-05,90734,supermarket,9,0,2,1814
51489581,19584928347,2022-01-05,97000,cvs,18,0,5,4850
44885398,19578170683,2022-01-05,12000,cvs,18,0,5,600
44885398,19583756752,2022-01-05,10000,cvs,18,0,5,500
44885398,19578754245,2022-01-05,25000,cvs,18,0,5,1250
51489581,19583740992,2022-01-05,97000,cvs,18,0,5,4850
44885398,19583076246,2022-01-05,15000,cvs,18,0,5,750
42833234,19566014042,2022-01-05,24000,cvs,18,0,5,1200
42833234,19563925672,2022-01-05,24000,cvs,18,0,5,1200
44885398,19584039236,2022-01-05,14000,cvs,18,0,5,700
56321469,19573173737,2022-01-05,10000,data,41,0,5,500
48370036,19576517749,2022-01-05,10000,data,41,0,5,500
43617939,19583451010,2022-01-05,30000,data,41,0,7,2100
10249777,19566387315,2022-01-05,3000,data,41,0,5,150
18352379,19566049253,2022-01-05,7000,data,41,0,5,350
53373776,19578912621,2022-01-05,90000,data,41,0,7,6300
47700373,19569675016,2022-01-05,10000,data,41,0,5,500
53373776,19579005965,2022-01-05,75000,data,41,0,7,5250
42544070,19575570923,2022-01-05,5000,data,30,0,5,250
45715492,19604931838,2022-01-06,270800,supermarket,25,0,2,5416
45715492,19594382480,2022-01-06,35000,supermarket,25,0,2,700
55413236,19604208142,2022-01-06,83000,cvs,28,0,5,4150
55413236,19605973033,2022-01-06,83000,cvs,28,0,5,4150
50185392,19598529007,2022-01-06,1437000,marketplace,37,0,5,10000
40418705,19586798303,2022-01-06,163000,marketplace,37,0,2,3260
50185392,19603492440,2022-01-06,1045000,marketplace,37,0,5,10000
39619396,19589721496,2022-01-06,65000,marketplace,37,0,2,1300
50185392,19598341637,2022-01-06,1388527,marketplace,37,0,5,10000
39619396,19589721495,2022-01-06,65000,marketplace,37,0,2,1300
50185392,19603136395,2022-01-06,1035542,marketplace,37,0,5,10000
40418705,19589440528,2022-01-06,163000,marketplace,37,0,2,3260
50185392,19598340938,2022-01-06,1388527,marketplace,37,0,5,10000
54141190,19594062509,2022-01-06,14000,data,30,0,7,980
49280099,19594880833,2022-01-06,20000,data,30,0,5,1000
45940330,19590045774,2022-01-06,56000,data,30,0,5,2800
39956101,19592282896,2022-01-06,100000,data,30,0,7,7000
34524278,19585152693,2022-01-06,42000,data,30,0,5,2100
49280099,19594880822,2022-01-06,20000,data,30,0,5,1000
43649274,19599797893,2022-01-06,14000,data,30,0,5,700
43649274,19599797911,2022-01-06,14000,data,30,0,5,700
41068874,19591168175,2022-01-06,28000,data,30,0,5,1400
50815445,19599389275,2022-01-06,3000,data,43,0,7,210
49686091,19596317413,2022-01-06,29000,cvs,8,0,7,2030
45449748,19590432875,2022-01-06,13000,cvs,8,0,7,910
43160536,19586519101,2022-01-06,45000,cvs,8,0,12,5400
45449748,19591103992,2022-01-06,13000,cvs,8,0,7,910
16736014,19595128532,2022-01-06,11000,cvs,8,0,5,550
49686091,19598059025,2022-01-06,29000,cvs,8,0,7,2030
41338803,19596242377,2022-01-06,114500,supermarket,9,0,2,2290
41338803,19596933552,2022-01-06,114500,supermarket,9,0,2,2290
39619396,19585985436,2022-01-06,231500,marketplace,24,0,2,4630
54960619,19592045234,2022-01-06,305000,marketplace,24,0,5,10000
54960619,19594792430,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19594796837,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19593659010,2022-01-06,339000,marketplace,24,0,5,10000
39619396,19606520214,2022-01-06,182000,marketplace,24,0,2,3640
39314846,19589702823,2022-01-06,177000,marketplace,24,0,5,8850
54960619,19592168636,2022-01-06,315000,marketplace,24,0,5,10000
54960619,19596171901,2022-01-06,339000,marketplace,24,0,5,10000
43370995,19601131266,2022-01-06,96000,marketplace,24,0,2,1920
54960619,19593807827,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19594797648,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19594790261,2022-01-06,339000,marketplace,24,0,5,10000
53631290,19593590660,2022-01-06,1000,marketplace,24,0,2,20
57793264,19586193960,2022-01-06,71900,marketplace,24,0,2,1438
54960619,19592046889,2022-01-06,315000,marketplace,24,0,5,10000
54960619,19592047666,2022-01-06,305000,marketplace,24,0,5,10000
54960619,19593659467,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19594217770,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19594081922,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19595131074,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19596170373,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19594791750,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19592043938,2022-01-06,305000,marketplace,24,0,5,10000
25575368,19589974431,2022-01-06,759000,marketplace,24,0,2,10000
54960619,19595842285,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19592171822,2022-01-06,315000,marketplace,24,0,5,10000
47662326,19589975768,2022-01-06,593084,marketplace,24,0,5,10000
54960619,19595841810,2022-01-06,339000,marketplace,24,0,5,10000
50168649,19587149690,2022-01-06,498700,marketplace,24,0,2,9974
25575368,19592501564,2022-01-06,759000,marketplace,24,0,2,10000
54960619,19595843368,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19594379511,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19596172759,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19594218350,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19595130717,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19594080705,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19596169125,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19592045498,2022-01-06,315000,marketplace,24,0,5,10000
54960619,19594789472,2022-01-06,339000,marketplace,24,0,5,10000
46072238,19594215140,2022-01-06,118022,marketplace,24,0,2,2360
54960619,19595839251,2022-01-06,339000,marketplace,24,0,5,10000
25575368,19592173060,2022-01-06,50000,marketplace,24,0,2,1000
54960619,19592044217,2022-01-06,315000,marketplace,24,0,5,10000
39619396,19582707865,2022-01-06,231500,marketplace,24,0,2,4630
47662326,19599086187,2022-01-06,1236500,marketplace,24,0,5,10000
54960619,19594898452,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19594790950,2022-01-06,339000,marketplace,24,0,5,10000
39956101,19589448244,2022-01-06,84417,marketplace,24,0,2,1688
54960619,19593806084,2022-01-06,339000,marketplace,24,0,5,10000
53631290,19606159544,2022-01-06,19369,marketplace,24,0,2,387
54960619,19595844606,2022-01-06,339000,marketplace,24,0,5,10000
39314846,19592039012,2022-01-06,177000,marketplace,24,0,5,8850
53631290,19606161700,2022-01-06,7876,marketplace,24,0,2,157
49654186,19593804452,2022-01-06,326962,marketplace,24,0,2,6539
54960619,19593598067,2022-01-06,339000,marketplace,24,0,5,10000
47662326,19592696140,2022-01-06,593084,marketplace,24,0,5,10000
54960619,19595129713,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19596171023,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19592171253,2022-01-06,315000,marketplace,24,0,5,10000
54960619,19595844205,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19595839836,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19592048008,2022-01-06,315000,marketplace,24,0,5,10000
54960619,19594381079,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19596172375,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19595838525,2022-01-06,339000,marketplace,24,0,5,10000
55200938,19589701079,2022-01-06,121660,marketplace,24,0,5,6083
54960619,19595130143,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19592169257,2022-01-06,315000,marketplace,24,0,5,10000
50168649,19589677599,2022-01-06,498700,marketplace,24,0,2,9974
55200938,19591601115,2022-01-06,121660,marketplace,24,0,5,6083
54960619,19594216298,2022-01-06,339000,marketplace,24,0,5,10000
55200938,19591457365,2022-01-06,269210,marketplace,24,0,5,10000
54960619,19594217176,2022-01-06,339000,marketplace,24,0,5,10000
55200938,19589700594,2022-01-06,269210,marketplace,24,0,5,10000
54960619,19596171466,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19596169523,2022-01-06,339000,marketplace,24,0,5,10000
54960619,19595840711,2022-01-06,339000,marketplace,24,0,5,10000
39619396,19603504547,2022-01-06,182000,marketplace,24,0,2,3640
54960619,19592046434,2022-01-06,305000,marketplace,24,0,5,10000
54960619,19595133936,2022-01-06,339000,marketplace,24,0,5,10000
25575368,19589972663,2022-01-06,50000,marketplace,24,0,2,1000
47662326,19603899965,2022-01-06,1236500,marketplace,24,0,5,10000
54960619,19594379003,2022-01-06,339000,marketplace,24,0,5,10000
47565003,19602276850,2022-01-06,83000,cvs,15,0,5,4150
13920492,19605738247,2022-01-06,63000,cvs,15,0,7,4410
47565003,19603464496,2022-01-06,83000,cvs,15,0,5,4150
13920492,19604207340,2022-01-06,63000,cvs,15,0,7,4410
58883087,19606761145,2022-01-06,31000,cvs,15,0,5,1550
58883087,19588624926,2022-01-06,30000,cvs,15,0,5,1500
38907116,19604077932,2022-01-06,60264,supermarket,3,0,2,1205
39953814,19596736213,2022-01-06,41000,cvs,8,0,5,2050
39953814,19601593226,2022-01-06,8000,cvs,8,0,5,400
39953814,19600959669,2022-01-06,8000,cvs,8,0,5,400
39953814,19595788218,2022-01-06,41000,cvs,8,0,5,2050
51249641,19597624770,2022-01-06,10000,cvs,5,0,5,500
51249641,19600631896,2022-01-06,5100,cvs,5,0,5,255
51249641,19605568429,2022-01-06,40999,cvs,5,0,5,2049
51249641,19599989756,2022-01-06,5100,cvs,5,0,5,255
51249641,19598630193,2022-01-06,10000,cvs,5,0,5,500
51249641,19603956627,2022-01-06,40999,cvs,5,0,5,2049
50185392,19598919387,2022-01-06,100000,supermarket,9,0,5,5000
50185392,19598637934,2022-01-06,100000,supermarket,9,0,5,5000
50185392,19598920360,2022-01-06,100000,supermarket,9,0,5,5000
39619396,19600846056,2022-01-06,72908,supermarket,9,0,2,1458
39619396,19601964048,2022-01-06,72908,supermarket,9,0,2,1458
58920590,19601594358,2022-01-06,72000,cvs,18,0,5,3600
43334897,19589156064,2022-01-06,10000,data,41,0,5,500
42977243,19587079588,2022-01-06,90000,data,41,0,5,4500
55264727,19605060325,2022-01-06,15000,data,41,0,5,750
3226890,19601796842,2022-01-06,15000,data,41,0,7,1050
45917873,19593081301,2022-01-06,120000,data,41,0,7,8400
52905360,19602456116,2022-01-06,30000,data,41,0,7,2100
3226890,19599132110,2022-01-06,15000,data,41,0,7,1050
55526975,19594734155,2022-01-06,7000,data,41,0,7,490
42329571,19603678527,2022-01-06,10000,data,41,0,7,700
42977243,19587079597,2022-01-06,75000,data,41,0,5,3750
45917873,19593081313,2022-01-06,110000,data,41,0,7,7700
45940330,19590340725,2022-01-06,56000,data,30,0,5,2800
40418705,19626968788,2022-01-07,54000,marketplace,37,0,2,1080
40418705,19626969303,2022-01-07,42000,marketplace,37,0,2,840
40418705,19627606457,2022-01-07,54000,marketplace,37,0,2,1080
